I give flowers to a friend;私 は ともだち に はな を あげます。
Patryk from who and what did you received for birthday?;パトリックさん は たんじょうび に だれ に 何 を もらいましたか。
I received a book for birthday from a friend;私 は ともだち に 本 を もらいました。
give;あげます
receive;もらいます
